_id,timestamp,userId,focusScore,currentStreak,longestStreak,sessionDuration,activeFileDuration,idleTime,typingRhythm,productivityStatus,__v,cluster,tabMetrics.total,tabMetrics.rapid,tabMetrics.patterns.backAndForth,tabMetrics.patterns.sequential,copyPasteMetrics.total,copyPasteMetrics.copy,copyPasteMetrics.cut,copyPasteMetrics.paste,errorMetrics.syntaxErrors,errorMetrics.warningCount,errorMetrics.problemCount,codeMetrics.linesAdded,codeMetrics.linesDeleted,codeMetrics.fileEdits,codeMetrics.codeComplexity,codeMetrics.testCoverage,achievements.0,errorSummary.total,errorSummary.recent,errorSummary.bySeverity.error,errorSummary.bySeverity.warning,errorSummary.bySeverity.info,kmeans_cluster,pca1,pca2,tsne1,tsne2,isolation_forest_anomaly
678b4b6b45ee875d7437c6a6079,2025-02-10T16:12:28.777357,user_3,52.4,0,1,26.538882,705.483,873.837,31,In Flow 🌊,0,Low Productivity,10,5,1,5,7,4,0,2,0,4,0,78,41,4,4,49,,4,[],0,4,0,1,-0.8765894192658682,-2.58452283014293,18.082668,-0.80309325,1
678b4b6b45ee875d7437c6a6080,2025-02-10T16:15:28.777357,user_1,66.4,3,4,31.206569,1151.924,407.615,80,In Flow 🌊,0,High Productivity,1,1,0,5,0,4,3,1,2,1,2,152,37,9,7,65,,5,[],2,1,2,2,-2.3575096405113873,-0.42705422243648344,-31.897903,-12.359321,1
678b4b6b45ee875d7437c6a6081,2025-02-10T16:23:28.777357,user_1,81.3,5,1,33.413435,1375.691,356.177,92,Focused 🎯,0,High Productivity,14,3,0,4,4,5,1,5,1,5,4,116,46,5,9,20,"{'type': 'PRODUCTIVITY_GURU', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a6081_ach', 'timestamp': '2025-02-10T16:23:28.777357'}",10,[],1,5,4,2,-2.0922106165469243,1.6480804357008987,-49.292656,-15.012891,1
678b4b6b45ee875d7437c6a6082,2025-02-10T16:31:28.777357,user_3,82.8,1,7,50.927437,1265.666,91.188,80,Focused 🎯,0,High Productivity,13,5,1,4,4,4,0,5,0,4,9,165,37,3,2,28,"{'type': 'DEBUGGING_MASTER', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a6082_ach', 'timestamp': '2025-02-10T16:31:28.777357'}",13,[],0,4,9,2,-2.2417054154689073,2.5048446099748096,-52.654182,-34.64355,1
678b4b6b45ee875d7437c6a6083,2025-02-10T16:37:28.777357,user_3,71.9,5,1,57.877113,1208.989,389.829,83,Focused 🎯,0,High Productivity,14,5,2,4,0,5,3,0,1,4,0,137,0,1,6,34,"{'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a6083_ach', 'timestamp': '2025-02-10T16:37:28.777357'}",5,[],1,4,0,2,-2.8805104596129163,1.069496091897002,-48.511997,35.24831,1
678b4b6b45ee875d7437c6a6084,2025-02-10T16:40:28.777357,user_2,33.0,0,2,10.502377,614.039,977.412,42,Distracted 😕,0,Low Productivity,5,3,2,3,1,1,1,5,2,7,19,169,49,8,5,36,,28,[],2,7,19,0,4.587176734697182,0.08678499420592534,53.39343,-14.901097,1
678b4b6b45ee875d7437c6a6085,2025-02-10T16:49:28.777357,user_2,72.7,4,6,32.857095,847.73,705.803,46,Focused 🎯,0,Moderate Productivity,16,3,1,0,0,3,3,2,1,2,8,129,7,7,9,30,,11,[],1,2,8,1,-0.5719778846252,-0.8987702438701801,-6.002554,38.72331,1
678b4b6b45ee875d7437c6a6086,2025-02-10T16:55:28.777357,user_3,40.9,0,1,45.97426,439.52,873.871,43,In Flow 🌊,0,Low Productivity,11,0,3,0,0,4,0,4,5,6,16,51,4,10,9,62,,27,[],5,6,16,0,4.588358945297039,0.7515356256270339,64.4672,9.0046835,-1
678b4b6b45ee875d7437c6a6087,2025-02-10T17:05:28.777357,user_1,94.2,2,8,60.451875,1429.984,451.354,64,Focused 🎯,0,High Productivity,5,0,1,0,4,1,3,4,2,5,7,189,10,2,1,26,"{'type': 'DEBUGGING_MASTER', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a6087_ach', 'timestamp': '2025-02-10T17:05:28.777357'}",14,[],2,5,7,2,-1.2500279287380955,2.622067064065755,-72.68641,13.422924,1
678b4b6b45ee875d7437c6a6088,2025-02-10T17:10:28.777357,user_1,92.2,0,5,33.79225,1270.49,340.179,84,Focused 🎯,0,High Productivity,13,2,2,0,6,2,2,5,2,5,8,168,49,10,1,20,"{'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a6088_ach', 'timestamp': '2025-02-10T17:10:28.777357'}",15,[],2,5,8,2,-0.979004505541291,2.2044374621677276,-41.870308,-39.691326,1
678b4b6b45ee875d7437c6a6089,2025-02-10T17:20:28.777357,user_3,68.8,1,6,33.694221,663.25,101.25,71,In Flow 🌊,0,High Productivity,10,1,2,0,0,3,1,1,1,4,10,121,10,3,7,60,,15,[],1,4,10,2,-0.5207026036923518,1.0836522558742283,-41.2566,33.116573,1
678b4b6b45ee875d7437c6a6090,2025-02-10T17:29:28.777357,user_2,74.2,5,2,62.400548,919.907,562.51,41,Focused 🎯,0,Moderate Productivity,16,4,0,1,0,2,1,3,1,2,5,14,43,9,6,2,,8,[],1,2,5,1,-1.6138214094534364,-0.22711400756679082,-13.7311945,-4.5977674,1
678b4b6b45ee875d7437c6a6091,2025-02-10T17:30:28.777357,user_1,40.9,5,4,20.421345,633.491,884.462,37,In Flow 🌊,0,Low Productivity,13,1,2,5,1,5,1,3,5,2,15,50,45,5,6,55,,22,[],5,2,15,0,3.6276796919580687,-1.1128053808661942,53.96981,10.361192,1
678b4b6b45ee875d7437c6a6092,2025-02-10T17:32:28.777357,user_1,36.5,1,8,44.693312,342.059,940.886,42,Distracted 😕,0,Low Productivity,20,1,2,5,2,5,0,2,1,6,12,4,45,9,7,16,,19,[],1,6,12,0,2.389798279773855,-0.5994521489245533,25.59532,-27.881561,1
678b4b6b45ee875d7437c6a6093,2025-02-10T17:35:28.777357,user_3,30.2,2,9,34.549157,507.832,895.361,33,Distracted 😕,0,Low Productivity,3,3,1,5,7,3,0,4,5,6,8,58,31,3,0,46,,19,[],5,6,8,0,3.719577737539748,-0.7278306984121774,53.65274,16.128992,1
678b4b6b45ee875d7437c6a6094,2025-02-10T17:40:28.777357,user_1,26.2,2,7,19.101839,334.751,998.853,26,Distracted 😕,0,Low Productivity,15,0,3,1,0,0,1,3,1,8,8,91,46,4,1,13,,17,[],1,8,8,0,3.065240762502502,-1.7222003925236975,46.274292,0.01433755,1
678b4b6b45ee875d7437c6a6095,2025-02-10T17:47:28.777357,user_1,42.7,0,4,30.798323,825.401,1035.53,51,In Flow 🌊,0,Low Productivity,18,3,1,5,0,2,1,2,1,6,10,162,35,6,0,90,,17,[],1,6,10,0,1.6815030470910903,-0.352600835113972,26.324135,-20.61552,1
678b4b6b45ee875d7437c6a6096,2025-02-10T17:56:28.777357,user_3,87.6,1,4,59.86659,1010.504,297.86,74,Focused 🎯,0,High Productivity,19,5,2,3,3,4,1,5,1,3,6,129,1,9,1,60,"{'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a6096_ach', 'timestamp': '2025-02-10T17:56:28.777357'}",10,[],1,3,6,2,-2.2296117252840766,1.6023613296371533,-34.05578,-11.535333,1
678b4b6b45ee875d7437c6a6097,2025-02-10T18:04:28.777357,user_1,41.5,3,3,43.789258,429.646,758.471,38,In Flow 🌊,0,Low Productivity,10,0,2,3,2,2,1,5,5,7,17,176,37,10,4,39,,29,[],5,7,17,0,5.015722923545265,1.2900372428378573,63.684696,5.799387,1
678b4b6b45ee875d7437c6a6098,2025-02-10T18:08:28.777357,user_2,72.5,1,8,37.735935,826.254,505.195,60,Focused 🎯,0,Moderate Productivity,16,5,3,3,3,2,1,2,1,0,1,119,33,7,8,18,,2,[],1,0,1,1,-2.7300258568426687,-1.7345206450676443,-12.831548,-0.30889013,1
678b4b6b45ee875d7437c6a6099,2025-02-10T18:14:28.777357,user_3,48.4,0,10,45.850411,595.827,768.547,50,In Flow 🌊,0,Low Productivity,6,4,1,2,1,3,1,2,1,5,19,94,31,3,3,39,,25,[],1,5,19,0,2.558329093292246,1.0817099148502474,49.805916,-26.942678,1
678b4b6b45ee875d7437c6a6100,2025-02-10T18:24:28.777357,user_3,46.1,5,4,39.070883,504.684,921.482,26,In Flow 🌊,0,Low Productivity,1,2,2,3,3,1,0,0,4,8,15,124,40,9,5,93,,27,[],4,8,15,0,4.768275410510987,0.8099782309562404,65.22779,-1.7157282,1
678b4b6b45ee875d7437c6a6101,2025-02-10T18:30:28.777357,user_1,20.2,0,7,32.352301,-65.147,1104.757,39,Distracted 😕,0,Low Productivity,3,2,0,1,5,5,2,5,3,8,19,103,45,7,0,92,,30,[],3,8,19,0,6.018149040117354,-0.14377843417532254,80.418526,8.032424,-1
678b4b6b45ee875d7437c6a6102,2025-02-10T18:37:28.777357,user_1,54.7,1,8,47.547168,895.12,491.991,63,In Flow 🌊,0,Moderate Productivity,3,3,2,1,1,1,0,2,1,4,4,128,24,4,6,46,,9,[],1,4,4,1,-1.1028309900599627,0.05181563665548103,-21.880192,30.447311,1
678b4b6b45ee875d7437c6a6103,2025-02-10T18:47:28.777357,user_2,43.4,5,9,40.26495,620.449,876.28,56,In Flow 🌊,0,Low Productivity,2,4,3,4,9,5,3,3,4,10,12,32,39,8,7,56,,26,[],4,10,12,0,4.261360274266162,1.6016570003010058,65.93694,12.461318,1
678b4b6b45ee875d7437c6a6104,2025-02-10T18:56:28.777357,user_1,70.8,1,5,65.558599,747.254,267.594,75,Focused 🎯,0,High Productivity,15,5,1,3,10,2,3,3,2,3,2,179,9,4,7,21,"{'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a6104_ach', 'timestamp': '2025-02-10T18:56:28.777357'}",7,[],2,3,2,2,-2.035835252501956,0.7724537584660282,-41.085815,-29.03798,1
678b4b6b45ee875d7437c6a6105,2025-02-10T18:57:28.777357,user_3,70.8,5,7,32.0408,915.146,570.196,75,Focused 🎯,0,Moderate Productivity,9,0,2,2,7,0,0,3,1,2,0,156,6,7,2,15,,3,[],1,2,0,2,-2.4864800239660325,-0.8153532289135046,-10.019279,10.194971,1
678b4b6b45ee875d7437c6a6106,2025-02-10T19:01:28.777357,user_3,65.7,2,3,33.773251,735.468,735.76,39,In Flow 🌊,0,Moderate Productivity,6,1,2,0,9,4,1,4,0,1,6,96,38,9,6,3,,7,[],0,1,6,1,-1.2932831732387788,-1.873248274421607,-1.6280074,9.366509,1
678b4b6b45ee875d7437c6a6107,2025-02-10T19:10:28.777357,user_3,71.8,1,2,40.550954,789.83,217.407,88,Focused 🎯,0,High Productivity,19,3,2,2,0,2,2,3,2,3,0,6,3,2,6,40,"{'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a6107_ach', 'timestamp': '2025-02-10T19:10:28.777357'}",5,[],2,3,0,2,-2.3649757791337884,0.15266188699985878,-44.268974,22.862478,1
678b4b6b45ee875d7437c6a6108,2025-02-10T19:15:28.777357,user_3,73.3,2,8,35.42365,1033.269,478.42,88,Focused 🎯,0,High Productivity,13,3,0,1,5,5,2,1,1,1,8,19,16,8,7,4,"{'type': 'PRODUCTIVITY_GURU', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a6108_ach', 'timestamp': '2025-02-10T19:15:28.777357'}",10,[],1,1,8,2,-1.903109674349025,0.2999647618357396,-43.27545,1.951651,1
678b4b6b45ee875d7437c6a6109,2025-02-10T19:20:28.777357,user_2,52.4,4,1,41.245774,698.316,926.191,47,In Flow 🌊,0,Low Productivity,2,2,0,0,5,1,0,4,0,2,8,141,36,5,7,59,,10,[],0,2,8,1,-0.4175790680342442,-1.410642743369009,-0.97795564,5.7906117,1
678b4b6b45ee875d7437c6a6110,2025-02-10T19:25:28.777357,user_2,89.2,3,10,46.736474,962.335,335.243,85,Focused 🎯,0,High Productivity,12,2,2,0,1,3,2,2,1,4,3,9,35,7,2,21,"{'type': 'DEBUGGING_MASTER', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a6110_ach', 'timestamp': '2025-02-10T19:25:28.777357'}",8,[],1,4,3,2,-2.4005185529914828,1.1305227265927493,-28.709967,17.406773,1
678b4b6b45ee875d7437c6a6111,2025-02-10T19:28:28.777357,user_2,72.4,2,3,43.136429,574.643,576.347,56,Focused 🎯,0,Moderate Productivity,12,4,1,2,10,4,3,4,0,2,10,114,21,2,3,3,,12,[],0,2,10,1,-0.8556554128762944,-0.2619955560654447,-3.0724435,29.300917,1
678b4b6b45ee875d7437c6a6112,2025-02-10T19:36:28.777357,user_1,51.4,5,5,53.144302,607.721,700.479,46,In Flow 🌊,0,Low Productivity,6,3,0,0,0,2,3,2,2,0,1,3,12,5,1,51,,3,[],2,0,1,1,-1.5129208741778353,-2.141062724795905,-12.341372,38.166283,1
678b4b6b45ee875d7437c6a6113,2025-02-10T19:38:28.777357,user_2,74.0,4,1,48.368403,595.845,273.387,77,Focused 🎯,0,High Productivity,18,1,1,4,9,2,3,2,0,5,9,190,0,6,5,72,"{'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a6113_ach', 'timestamp': '2025-02-10T19:38:28.777357'}",14,[],0,5,9,2,-0.9719578253116519,1.5940956319371602,-11.606505,-31.758394,1
678b4b6b45ee875d7437c6a6114,2025-02-10T19:44:28.777357,user_1,37.2,1,1,32.02623,468.918,859.32,43,Distracted 😕,0,Low Productivity,17,2,3,4,3,1,0,3,5,6,17,109,38,1,3,62,,28,[],5,6,17,0,4.983475947783678,0.553817072284437,58.28828,9.256382,1
678b4b6b45ee875d7437c6a6115,2025-02-10T19:49:28.777357,user_2,61.7,1,9,50.411158,590.663,607.999,76,In Flow 🌊,0,Moderate Productivity,13,4,0,1,7,5,1,5,1,1,7,87,31,4,9,31,,9,[],1,1,7,1,-1.344888333345279,-0.6181014770421451,-18.666441,-17.91502,1
678b4b6b45ee875d7437c6a6116,2025-02-10T19:54:28.777357,user_1,80.3,2,6,52.048976,782.823,376.17,86,Focused 🎯,0,High Productivity,16,2,3,0,7,5,2,0,2,1,0,52,49,7,9,63,"{'type': 'DEBUGGING_MASTER', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a6116_ach', 'timestamp': '2025-02-10T19:54:28.777357'}",3,[],2,1,0,2,-2.9854869717020565,-0.4118892141318699,-40.732002,5.893106,1
678b4b6b45ee875d7437c6a6117,2025-02-10T19:56:28.777357,user_1,71.9,5,3,39.098308,857.897,441.331,57,Focused 🎯,0,Moderate Productivity,5,3,0,2,4,5,1,0,0,0,0,23,42,6,7,20,"{'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a6117_ach', 'timestamp': '2025-02-10T19:56:28.777357'}",0,[],0,0,0,2,-3.4269689263568743,-1.7353461563906678,-21.584446,12.463302,1
678b4b6b45ee875d7437c6a6118,2025-02-10T20:03:28.777357,user_2,61.2,0,7,47.7806,696.21,513.679,53,In Flow 🌊,0,Moderate Productivity,17,0,0,3,1,4,1,3,2,0,1,158,41,10,4,39,,3,[],2,0,1,1,-2.0113639009898012,-1.7653900953016701,-2.075604,-21.366781,1
678b4b6b45ee875d7437c6a6119,2025-02-10T20:05:28.777357,user_1,93.6,2,8,52.52799,1133.789,244.135,71,Focused 🎯,0,High Productivity,15,3,0,5,0,2,0,5,2,2,7,108,15,5,7,70,"{'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a6119_ach', 'timestamp': '2025-02-10T20:05:28.777357'}",11,[],2,2,7,2,-1.9978626575798692,1.5295064942286636,-57.063423,-32.817886,1
678b4b6b45ee875d7437c6a6120,2025-02-10T20:08:28.777357,user_2,82.9,4,7,46.692364,1296.459,137.902,76,Focused 🎯,0,High Productivity,14,3,3,0,0,1,1,5,0,4,5,83,45,3,6,90,"{'type': 'PRODUCTIVITY_GURU', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a6120_ach', 'timestamp': '2025-02-10T20:08:28.777357'}",9,[],0,4,5,2,-2.768060579302469,1.57049133828694,-58.924732,-25.163387,1
678b4b6b45ee875d7437c6a6121,2025-02-10T20:17:28.777357,user_3,26.8,4,5,38.074252,568.812,920.719,40,Distracted 😕,0,Low Productivity,8,2,3,5,4,3,1,2,2,10,6,194,30,5,6,64,,18,[],2,10,6,0,2.9752299700691567,-0.029008664476051042,42.298145,-8.175251,1
678b4b6b45ee875d7437c6a6122,2025-02-10T20:27:28.777357,user_3,44.2,1,4,26.975541,422.128,678.767,51,In Flow 🌊,0,Low Productivity,10,4,0,1,8,3,1,3,2,8,16,15,49,1,9,58,,26,[],2,8,16,0,3.6729652378299544,0.8582898013229594,59.44124,-13.588757,1
678b4b6b45ee875d7437c6a6123,2025-02-10T20:30:28.777357,user_3,31.3,0,2,17.457623,279.03,853.866,41,Distracted 😕,0,Low Productivity,17,2,0,1,1,1,3,1,4,9,9,185,21,10,2,69,,22,[],4,9,9,0,4.450710093474755,-0.4522734641961379,61.206036,18.856789,-1
678b4b6b45ee875d7437c6a6124,2025-02-10T20:31:28.777357,user_1,93.7,4,10,43.137985,1259.39,245.004,65,Focused 🎯,0,High Productivity,4,5,0,2,5,0,3,5,2,0,6,121,15,1,5,32,"{'type': 'PRODUCTIVITY_GURU', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a6124_ach', 'timestamp': '2025-02-10T20:31:28.777357'}",8,[],2,0,6,2,-2.5871818495247787,0.6576313583752629,-41.16644,-32.11081,1
678b4b6b45ee875d7437c6a6125,2025-02-10T20:40:28.777357,user_2,47.6,0,8,16.927199,697.396,907.782,34,In Flow 🌊,0,Low Productivity,5,2,2,3,9,5,2,0,2,6,13,149,18,1,5,46,,21,[],2,6,13,0,2.937029134236588,-0.49339374904240907,53.359417,-7.7715,1
678b4b6b45ee875d7437c6a6126,2025-02-10T20:42:28.777357,user_1,88.3,0,8,44.956049,892.812,305.718,81,Focused 🎯,0,High Productivity,5,1,1,4,6,4,1,1,2,3,6,102,11,5,5,44,"{'type': 'DEBUGGING_MASTER', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a6126_ach', 'timestamp': '2025-02-10T20:42:28.777357'}",11,[],2,3,6,2,-1.601550291077583,1.3016345699110912,-30.043459,-15.147637,1
678b4b6b45ee875d7437c6a6127,2025-02-10T20:46:28.777357,user_2,62.3,2,6,29.488004,961.303,556.755,64,In Flow 🌊,0,Moderate Productivity,14,0,1,4,9,1,2,0,2,3,0,21,1,7,0,28,,5,[],2,3,0,1,-1.495535457143112,-0.8548144753902461,-13.563166,7.1503615,1
678b4b6b45ee875d7437c6a6128,2025-02-10T20:47:28.777357,user_1,71.2,0,5,46.608152,861.052,489.951,64,Focused 🎯,0,High Productivity,4,1,0,3,4,0,2,3,1,2,6,39,0,1,10,16,"{'type': 'DEBUGGING_MASTER', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a6128_ach', 'timestamp': '2025-02-10T20:47:28.777357'}",9,[],1,2,6,2,-1.5612588997843768,-0.013332653997444913,-1.5560473,14.243405,1
678b4b6b45ee875d7437c6a6129,2025-02-10T20:52:28.777357,user_1,55.1,0,9,38.295139,165.274,733.781,47,In Flow 🌊,0,Moderate Productivity,10,1,0,2,10,1,1,0,2,4,10,132,50,5,8,96,,16,[],2,4,10,0,1.6041281991612983,-0.9421592561480654,35.068974,9.270936,1
678b4b6b45ee875d7437c6a6130,2025-02-10T20:54:28.777357,user_2,60.7,0,5,54.677394,868.936,950.592,37,In Flow 🌊,0,Low Productivity,16,1,0,3,1,5,3,2,1,5,7,191,30,8,8,50,,13,[],1,5,7,1,0.35486702839202666,-0.32525413308178447,7.8211284,13.485647,1
678b4b6b45ee875d7437c6a6131,2025-02-10T20:57:28.777357,user_3,71.9,2,4,49.544913,926.886,581.205,54,Focused 🎯,0,Moderate Productivity,3,2,1,5,10,5,1,1,0,2,4,1,24,3,9,13,,6,[],0,2,4,1,-2.2173564107434123,-0.5418534078642397,-16.166363,-19.215286,1
678b4b6b45ee875d7437c6a6132,2025-02-10T21:03:28.777357,user_1,88.0,3,3,38.901202,970.139,219.433,75,Focused 🎯,0,High Productivity,18,3,1,3,2,2,1,2,2,2,7,129,29,2,2,57,"{'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a6132_ach', 'timestamp': '2025-02-10T21:03:28.777357'}",11,[],2,2,7,2,-1.6778051043020938,1.0425345359280358,-33.948483,-7.1609564,1
678b4b6b45ee875d7437c6a6133,2025-02-10T21:05:28.777357,user_1,24.4,4,10,43.223825,460.177,855.735,47,Distracted 😕,0,Low Productivity,15,0,2,3,6,2,2,4,5,4,20,94,5,1,10,96,,29,[],5,4,20,0,4.986543582754931,0.46220265134426103,75.0929,16.071587,-1
678b4b6b45ee875d7437c6a6134,2025-02-10T21:12:28.777357,user_3,73.3,3,9,40.066705,949.321,520.96,58,Focused 🎯,0,High Productivity,7,2,0,0,1,0,2,3,1,3,3,78,28,8,5,89,,7,[],1,3,3,1,-1.6965789649954388,-0.3850225260865864,-17.763235,27.864815,1
678b4b6b45ee875d7437c6a6135,2025-02-10T21:22:28.777357,user_1,75.8,3,5,32.203671,711.845,285.966,93,Focused 🎯,0,High Productivity,7,5,2,4,3,5,0,5,1,2,7,109,45,5,7,2,"{'type': 'DEBUGGING_MASTER', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a6135_ach', 'timestamp': '2025-02-10T21:22:28.777357'}",10,[],1,2,7,2,-1.7940470416629637,0.45681694992966954,-40.551006,-7.9907517,1
678b4b6b45ee875d7437c6a6136,2025-02-10T21:27:28.777357,user_3,59.4,2,4,47.928762,626.262,879.028,42,In Flow 🌊,0,Low Productivity,2,3,1,2,3,5,0,4,0,1,3,22,19,2,1,13,,4,[],0,1,3,1,-1.6595896971045125,-2.098581226488567,-3.090965,4.3856664,1
678b4b6b45ee875d7437c6a6137,2025-02-10T21:29:28.777357,user_3,49.6,2,2,34.123736,749.208,384.577,60,In Flow 🌊,0,Moderate Productivity,16,5,0,3,4,0,0,4,2,7,11,1,13,4,9,16,,20,[],2,7,11,0,1.6527648648145234,1.347368235609304,63.88061,-30.410912,1
678b4b6b45ee875d7437c6a6138,2025-02-10T21:37:28.777357,user_1,76.8,5,1,36.698806,912.756,296.865,79,Focused 🎯,0,High Productivity,13,4,1,5,5,3,3,0,0,0,10,92,23,3,4,89,"{'type': 'DEBUGGING_MASTER', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a6138_ach', 'timestamp': '2025-02-10T21:37:28.777357'}",10,[],0,0,10,2,-2.315994505135409,0.34297587280548936,-15.835549,-2.889669,1
678b4b6b45ee875d7437c6a6139,2025-02-10T21:42:28.777357,user_2,33.6,4,1,32.724168,324.982,775.649,35,Distracted 😕,0,Low Productivity,1,2,1,3,0,2,3,1,1,4,16,69,21,10,4,68,,21,[],1,4,16,0,2.6582042753612796,-0.675848362912698,36.535507,-18.201649,1
678b4b6b45ee875d7437c6a6140,2025-02-10T21:44:28.777357,user_1,94.4,3,9,48.82168,1022.806,271.542,76,Focused 🎯,0,High Productivity,20,4,1,0,9,1,0,0,2,2,1,60,45,10,10,23,"{'type': 'DEBUGGING_MASTER', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a6140_ach', 'timestamp': '2025-02-10T21:44:28.777357'}",5,[],2,2,1,2,-2.9080834419545045,0.4355708965485872,-56.5594,-16.421453,1
678b4b6b45ee875d7437c6a6141,2025-02-10T21:49:28.777357,user_1,52.0,5,4,40.356987,424.393,600.617,61,In Flow 🌊,0,Moderate Productivity,15,3,0,4,1,3,1,2,0,3,0,147,6,1,5,29,,3,[],0,3,0,1,-1.7952501362179083,-1.6982123809181182,-2.7561624,-13.546464,1
678b4b6b45ee875d7437c6a6142,2025-02-10T21:58:28.777357,user_2,67.7,3,5,51.361633,879.767,406.751,72,In Flow 🌊,0,Moderate Productivity,15,4,0,4,6,2,1,3,1,2,1,60,36,4,2,24,,4,[],1,2,1,2,-2.607959281916388,-0.24634566368089764,-14.080986,-3.0519013,1
678b4b6b45ee875d7437c6a6143,2025-02-10T22:06:28.777357,user_3,84.4,2,10,46.09783,776.472,66.688,72,Focused 🎯,0,High Productivity,8,0,1,0,7,1,1,5,1,4,0,85,1,7,8,75,"{'type': 'DEBUGGING_MASTER', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a6143_ach', 'timestamp': '2025-02-10T22:06:28.777357'}",5,[],1,4,0,2,-2.7506677852486705,0.6233161440690187,-53.831745,-22.87373,1
678b4b6b45ee875d7437c6a6144,2025-02-10T22:16:28.777357,user_2,50.1,5,7,42.788007,476.188,616.736,55,In Flow 🌊,0,Moderate Productivity,3,2,1,2,8,5,0,4,0,4,5,125,44,9,1,97,,9,[],0,4,5,1,-0.6280985292743888,-0.8492605133653092,7.0340486,-19.92277,1
678b4b6b45ee875d7437c6a6145,2025-02-10T22:23:28.777357,user_3,56.8,0,3,51.97605,673.82,741.778,27,In Flow 🌊,0,Low Productivity,19,1,0,3,3,2,3,4,2,3,6,23,17,7,1,22,,11,[],2,3,6,1,0.30285517591832833,-1.0492459465876267,9.745725,34.89045,1
678b4b6b45ee875d7437c6a6146,2025-02-10T22:30:28.777357,user_1,57.4,2,9,47.25634,775.194,705.924,57,In Flow 🌊,0,Moderate Productivity,4,5,2,5,10,0,3,1,0,4,4,7,36,10,10,29,,8,[],0,4,4,1,-1.1501531203393152,-0.6836362711122649,14.946359,23.907429,1
678b4b6b45ee875d7437c6a6147,2025-02-10T22:40:28.777357,user_2,59.2,3,5,33.154392,691.626,683.838,62,In Flow 🌊,0,Moderate Productivity,8,2,3,3,3,2,3,0,2,0,2,24,39,10,6,97,,4,[],2,0,2,1,-1.54956997332873,-2.18440701551689,-19.252905,15.324265,1
678b4b6b45ee875d7437c6a6148,2025-02-10T22:45:28.777357,user_3,48.8,2,1,40.157425,178.629,679.738,38,In Flow 🌊,0,Moderate Productivity,11,4,3,5,3,2,3,1,1,3,16,160,49,7,1,44,,20,[],1,3,16,0,2.0246661253837437,-0.5417638859360073,35.557274,-21.101715,1
678b4b6b45ee875d7437c6a6149,2025-02-10T22:52:28.777357,user_2,52.1,1,3,51.754236,820.08,806.497,50,In Flow 🌊,0,Low Productivity,13,5,1,1,8,2,1,1,1,0,6,16,17,5,10,47,,7,[],1,0,6,1,-1.242458993548731,-1.6482799104164811,5.096594,15.777599,1
678b4b6b45ee875d7437c6a6150,2025-02-10T22:54:28.777357,user_1,53.0,2,7,65.081415,810.708,480.924,65,In Flow 🌊,0,Moderate Productivity,12,3,2,2,10,0,2,1,2,2,1,120,36,3,2,25,,5,[],2,2,1,2,-1.8341125048357672,-0.3546165268016251,-5.8022933,3.124582,1
678b4b6b45ee875d7437c6a6151,2025-02-10T22:58:28.777357,user_2,52.6,5,9,29.710666,145.478,599.38,49,In Flow 🌊,0,Moderate Productivity,5,2,3,3,4,1,0,2,2,1,6,18,40,4,6,47,,9,[],2,1,6,1,0.13310894746180085,-2.26443574645908,18.666744,16.845871,1
